LOC,ERROR
"ClosSouvenir, Chailly",No result or retry failed
"LaCarrillièrc, V.-chez-les-Blanc.",No result or retry failed
rueEtraz 23,No result or retry failed
r.Aie 29,No result or retry failed
"Jaquier,Bellevaux-Dessous",No result or retry failed
"avenueBeauregard 1', '.",No result or retry failed
av. du Simplon 2,No result or retry failed
Esca-lier-du-Marché 1,No result or retry failed
"LesFalaises, Jordils",No result or retry failed
rueEnning 6,No result or retry failed
Mous-quines 13,No result or retry failed
avenueLéman 54,No result or retry failed
Ma-_ deleine 3,No result or retry failed
aven.Eglise Anglaise 6,No result or retry failed
Haldi-maud 2,No result or retry failed
pi. GdSt-Jcan 3,No result or retry failed
Gd St-Jean 3,No result or retry failed
"LesAlizés, Cimili y.', 'Café Ale 49",No result or retry failed
ch. du Crôt 5,No result or retry failed
"Re- -traites 4, r. de Genève",No result or retry failed
aven. Ru-chonnot 11,No result or retry failed
BdGrancy 38,No result or retry failed
"ruelledu Flon 1', '.",No result or retry failed
"Retraites 5, r. de Genève",No result or retry failed
"r. Ane', '. Douane 2",No result or retry failed
"Vernand Ca', '-marès",No result or retry failed
"ClosRustique, Montagibert",No result or retry failed
"Cl.du Frêne, ch. Vinet",No result or retry failed
"Le Solitaire, Vuachère",No result or retry failed
av. dela Harpe 13,No result or retry failed
av.de Morgcs 29,No result or retry failed
"av. Secretali 1', '.",No result or retry failed
"Caroline, Cour",No result or retry failed
"La Chaumière, av. de Tivoli 20",No result or retry failed
" Joseph"", 'r. Tra-versière 3",No result or retry failed
rueSt-Pierre il,No result or retry failed
"Bois Cerf,av. d’Oucliy",No result or retry failed
"l’Avenir, sent,de la Borde",No result or retry failed
"Le Vésuve,Montétan",No result or retry failed
"l’Angelus, Belle-vaux.",No result or retry failed
"Clos Nord-Ville,av. Jolimont",No result or retry failed
Le Désert.,No result or retry failed
ch. Vinet 20,No result or retry failed
"Casernes, Pon-taise",No result or retry failed
Le Vésuve. Montétan,No result or retry failed
"LeVésuve, Montétan",No result or retry failed
"A7a Casablanca, Bellevaux-Dessous",No result or retry failed
"villaMarcone, av. Recordon",No result or retry failed
"Grotte 16', 'Mag. pl. St-François 11",No result or retry failed
",Chencau-dc-Bourg 6",No result or retry failed
OuchyG4.,No result or retry failed
av. deMorges 1(1,No result or retry failed
Eche-lettes 9,No result or retry failed
Mau-pas 17,No result or retry failed
Aie 23,No result or retry failed
"av.Dickens 4', 'Mag. av. d’Ouchy 9.T.",No result or retry failed
",Grand-Cliêne 1",No result or retry failed
r. St-Lau-rent 32,No result or retry failed
aven.Bergières 49,No result or retry failed
"ruelledu Gd-Pont 1', '.",No result or retry failed
Chen.-de-Rourg 10,No result or retry failed
"VaPrairial, av. des Alpes",No result or retry failed
"Sept-Fonds, r. desJardins",No result or retry failed
av. d'Echallons 77,No result or retry failed
r. duTunnel 10,No result or retry failed
"anc.fabrique, Malloy",No result or retry failed
aro 23,No result or retry failed
Bains du Gr.-Pont.,No result or retry failed
"Bourg 29', 'Louve 12', 'Mauborget 2",No result or retry failed
C.F.F.av. Floréal 6,No result or retry failed
"chalet Fleuri, ch. de Villard",No result or retry failed
St-Pierre 11,No result or retry failed
"av.d.Echallens 8', 'B. GareBel-Air",No result or retry failed
",Bourg 18', 'D. Rumino 50.T8789",No result or retry failed
pl. GdSt-Jean 2,No result or retry failed
av. d’EchalIens 40,No result or retry failed
"Almen Paul', ',av. de Cour 4",No result or retry failed
av. deTivoli 22,No result or retry failed
Lon-geraie 3,No result or retry failed
"Cottages 2, Muntole",No result or retry failed
",Chaudernn 24",No result or retry failed
Man-pas 13,No result or retry failed
"Va Belle, ch.des Croix Rouges",No result or retry failed
av. d’E-vinn 5,No result or retry failed
"La Maisonnette,eh. de Viilard",No result or retry failed
Doux-Marchés 2,No result or retry failed
"mais. ouv. 11, Bellevaux",No result or retry failed
Kiosque Solitude,No result or retry failed
Villamont23. M. Rumine 1,No result or retry failed
"aven,Druey 24', 'At. Terreaux 18 bis",No result or retry failed
av. Menth on 14,No result or retry failed
Etruss 17,No result or retry failed
Caldi. Chailly,No result or retry failed
"Haut Collonges, Collonges",No result or retry failed
"LesMontbrétias, ch. de Bellerive",No result or retry failed
av. d’Ou-ehy 12,No result or retry failed
Grd-Pont 16,No result or retry failed
av. deMorges 149,No result or retry failed
Anc.Douane 2,No result or retry failed
El rase 11,No result or retry failed
ClosChaumont. Aubépines,No result or retry failed
Marthe-ray 21,No result or retry failed
"DaJphines, ch. de Villard",No result or retry failed
aven.Glayre 2,No result or retry failed
Hôt. Beau-Rivage,No result or retry failed
r. duPré 24 bis,No result or retry failed
"Dentde Vaulion, av. de France",No result or retry failed
av. du24 Janvier 2,No result or retry failed
ch. Vinet23.,No result or retry failed
"Rosemont Belle-vue, av. Dickens",No result or retry failed
Pré 46,No result or retry failed
av. J.Olivier 5,No result or retry failed
av. J. Olivier 5,No result or retry failed
"Pontaise 43bis', 'Mag.Petit-Chêne 3",No result or retry failed
longes 1(1,No result or retry failed
Aie 24,No result or retry failed
Collon-ges Terrasses B.,No result or retry failed
"Pécos 9,Bétlmsy",No result or retry failed
"gcld Alfred', 'Va Milano, ch. de Bellerive', 'Mag. Mar.tlieray 2",No result or retry failed
"Esc. Petites Roches 1', '.",No result or retry failed
",eli. de Boston 9",No result or retry failed
"mais.Kuhnast, Bellevaux.",No result or retry failed
Le Génépi. Chailly,No result or retry failed
"HôtelBeau-Rivage', 'Dom. Closelet 6",No result or retry failed
"Clos Sully2, eli. de Villard",No result or retry failed
ruelle duGrand-Pont 3,No result or retry failed
rueNeuve 13,No result or retry failed
"Val-Fleuri, r. des Jardins",No result or retry failed
BoisGentil.,No result or retry failed
ruedu Pré 21,No result or retry failed
St-Rneh 36,No result or retry failed
av. deMorges 31,No result or retry failed
"a. Rond-Point 1', '.",No result or retry failed
"av. duTemple 7, Chailly",No result or retry failed
PetitSt-.Tean 12,No result or retry failed
av. deCour 11,No result or retry failed
"OFF', 'Grancy 24",No result or retry failed
"Cornettes de Bise 3, Cour",No result or retry failed
"LaPaisible Demeure, Cour",No result or retry failed
r. duNord 4,No result or retry failed
"LaComète, Montétan",No result or retry failed
"Albini,Chissiez",No result or retry failed
a. Ouchy 17,No result or retry failed
r.Martheray 48,No result or retry failed
"ClosOdette, ch. de Villard",No result or retry failed
Bdde Grancy 18,No result or retry failed
r. Pi-'chard 2,No result or retry failed
Gd St-Jean 15,No result or retry failed
Pet.Chêne 21,No result or retry failed
Pet. St-Jean 12,No result or retry failed
LaChenalettaz. Trabandan,No result or retry failed
Pon-taisc 23,No result or retry failed
r. duPré 22,No result or retry failed
av.do la Harpe 54,No result or retry failed
Bdde Grancy 31,No result or retry failed
Bergières 43T2773,No result or retry failed
"Chau-deron 1', '.",No result or retry failed
Echelet-tes 6,No result or retry failed
Aie 32,No result or retry failed
"AncienneDouane 4', 'At. Solitude 29",No result or retry failed
Ane.Douane 4,No result or retry failed
Rd-Point 5,No result or retry failed
aven.d’Yverdon 3,No result or retry failed
aven.Juste Olivier 15,No result or retry failed
aven.Closelet 4,No result or retry failed
"Va Germaine', ', chem. du Devin",No result or retry failed
"villaFontenay, Fleurettes",No result or retry failed
Nord 3,No result or retry failed
"La Véranda, av. Beaulieu",No result or retry failed
Graney 5,No result or retry failed
"La Véranda, av. Beau-. lieu",No result or retry failed
"Dr ès-sciences,av. du Léman 36",No result or retry failed
Chauderon 25HUILES,No result or retry failed
Beîîevaux-Dessoue,No result or retry failed
avenue de laHarpe 23,No result or retry failed
av. du 24 Janvier 2,No result or retry failed
Pont 3,No result or retry failed
"aven, dela Harpe 9",No result or retry failed
ruedu Pont 7,No result or retry failed
eh. desBégonias 6,No result or retry failed
aven.Rambert 20,No result or retry failed
av. de Merges 30,No result or retry failed
"trams,av. de Morges 42",No result or retry failed
"café, rueMercerie 21-22",No result or retry failed
av.Fruisse 4,No result or retry failed
S t-L auront 29,No result or retry failed
"Los Fayards,Bellevaux",No result or retry failed
Ch.-de-Bourg 36,No result or retry failed
CitéDevant 26,No result or retry failed
av. deMorges 38,No result or retry failed
LaPervenche. Mal ley,No result or retry failed
av. deMorges 40,No result or retry failed
"bon Joseph', 'ruedu Midi 10', 'M. Ruchonnot 7",No result or retry failed
"ClosMalley, Malley",No result or retry failed
"LaPrairie, Malley",No result or retry failed
St-y.mirent 9,No result or retry failed
av. de laHarpe 11,No result or retry failed
Pré-du-Marc.hc 4,No result or retry failed
"Çhauderon 24', 'r. St-Franç. 13",No result or retry failed
"chem. de laCoudrette 17', 'At. Gal. du Commerce 88",No result or retry failed
Mau-pas 2,No result or retry failed
Retraites 1. r. rie Genève,No result or retry failed
aven.Floréal 17,No result or retry failed
av. Ruch onn et 11,No result or retry failed
rueMartheray 18,No result or retry failed
"Montilène, av. de Tivoli",No result or retry failed
"av.av. de France 1', '.",No result or retry failed
",Villa Jean. Cour",No result or retry failed
Bourg 39.RT2210,No result or retry failed
Mar-t hern V 20,No result or retry failed
"La Gaîté,av. Dapples",No result or retry failed
Chau-dernn 23,No result or retry failed
av.du Simplon 5,No result or retry failed
Verte Rive. Cour,No result or retry failed
Couva-loup 2,No result or retry failed
Mon-tagibert 12,No result or retry failed
"Verte Rive, Figuiers",No result or retry failed
"Belle Source, ch.de Villard",No result or retry failed
"St-Martin 12', 'At. r. St-Franç. 7",No result or retry failed
", Bellevaux-. Dessous",No result or retry failed
"ménag.,Echelettes 7",No result or retry failed
"aven,de France 18",No result or retry failed
"Va Bluette,Liseron",No result or retry failed
ch. dede Boston 20,No result or retry failed
"HôtelMeurice, Ouchy 61",No result or retry failed
Chaude-ron 16,No result or retry failed
"Bclle.Combe, Caroline",No result or retry failed
Gd-Chêne 3,No result or retry failed
"Gd-Chêne 3', 'At.Caroline 7",No result or retry failed
Gd-Chêne 3,No result or retry failed
Grd-Chêne 3,No result or retry failed
"Scnaud Ch', 'rueCaroline 7",No result or retry failed
"Les Maré-cottes, Vonnes",No result or retry failed
Maupas 36.RT4095,No result or retry failed
aven.Druey 19,No result or retry failed
"av.Juste Olivier 14', 'At. Jumelles 2.T8853",No result or retry failed
"v. Erica,av. du Léman 45",No result or retry failed
av. 24 Janvier 2,No result or retry failed
aven.Dapples 11,No result or retry failed
r.du Vallon 29,No result or retry failed
"Rivaged’Azur, av. Mon Loisir",No result or retry failed
RondPoint 1,No result or retry failed
"L’E-glantine, Trabandan",No result or retry failed
"1'Eglantine,Trabandan",No result or retry failed
"Vigne d’Argent 3, ch. de Renens",No result or retry failed
aven. d’E-challens 54,No result or retry failed
ch. desClochetons 14,No result or retry failed
"Rd-Point 1', '.",No result or retry failed
aven. d’Ou-chy 38,No result or retry failed
Si-Laurent 13,No result or retry failed
"aven.Druey 15', 'B. Gd-Chêne 5.T5183",No result or retry failed
aven.Dapples 6,No result or retry failed
"LesAlgues, Coptigny",No result or retry failed
"Va Alluna, Funiculaire', 'Mag. Arcadesde Beau-Rivage.",No result or retry failed
"Sousla Roche, Chailly",No result or retry failed
av. Fruisse10,No result or retry failed
Halle 28,No result or retry failed
av. d’EchalIens 40,No result or retry failed
Belle Combe. Caroline,No result or retry failed
"v. Belmont, Mousquiues 13', 'Mag.r. St-François 12",No result or retry failed
"Haute Vue, av.Ruehonnet 29",No result or retry failed
", av. Beau-lieu 9",No result or retry failed
r. duGrand St-Jean 8-,No result or retry failed
aven.Ba]iplcs 23,No result or retry failed
"Riant Séjour, ro. d’Oron",No result or retry failed
Asile desvieillards,No result or retry failed
facultélibre de théologie (concierge)ch. des Cèdres,No result or retry failed
Tour 7,No result or retry failed
Aie 38,No result or retry failed
",Vers-chez-lee-Blanc.",No result or retry failed
av.d’Echalleng 27,No result or retry failed
"Mont-Rose 2, Montoie",No result or retry failed
r.de l'Alo35.,No result or retry failed
ch. desBégonias 8,No result or retry failed
Vallon15.,No result or retry failed
av. dela Harpe 2,No result or retry failed
Pré-dn-Marché 20,No result or retry failed
Bddo Grancy 33,No result or retry failed
"Mon Sélice, Montétan",No result or retry failed
",Simplon 13', 'At. Maupas 27",No result or retry failed
l’A-mandine Cour,No result or retry failed
"la Fri-tillaire, ch. de Primerose', 'Etraz 25",No result or retry failed
"r. du Jura 5', 'M.Mauborget 9",No result or retry failed
a. Echallens 37bis,No result or retry failed
r. deBourg 49,No result or retry failed
avenuedu Mont-Blanc 9,No result or retry failed
av. d’E-challens 77,No result or retry failed
av. d’E-challens 27,No result or retry failed
",Riante Chaumière, Chailly', 'At. St-Martin 34",No result or retry failed
"av. d’Echallens 27', 'At. BeauSéjour 27",No result or retry failed
"Crêtes B, r. des Crêtes",No result or retry failed
aven.des Oiseaux 9,No result or retry failed
"cafetier, av.Simplon 33",No result or retry failed
"La Prairie, Malley",No result or retry failed
"Châtelaine 1, r. de Genève",No result or retry failed
"Léman 18', 'Cab. Bourg 13.RT4630",No result or retry failed
"Mau-pas 59a', 'Mag. Louve 1",No result or retry failed
